name,badge,discount,old_price,price,product_url,category,brand
BABOLAT SENSA 3A1S25C757 WOMEN'S WHITE,,36,124.95,79.95,https://www.padelnuestro.com/int/babolat-sensa-women-3a1s25c757-women-s-white,padel-shoes,Babolat
BABOLAT JET VIVA M 3A0S25C934 1001 WHITE,,32,109.95,74.95,https://www.padelnuestro.com/int/babolat-jet-viva-m-3a0s25c934-1001-white,padel-shoes,Babolat
BABOLAT JET VIVA M 3A0S25B934 5068 RED,,14,109.95,94.95,https://www.padelnuestro.com/int/babolat-jet-viva-m-3a0s25b934-5068-red,padel-shoes,Babolat
BABOLAT JET PREMURA 2 CYAN BLUE JUNIOR 3J4S25C756,,33,74.95,49.95,https://www.padelnuestro.com/int/babolat-jet-premura-2-cyan-blue-junior-3j4s25c756,padel-shoes,Babolat
BABOLAT SENSA WOMEN 31S24757 GRAY WOMAN,,48,124.95,64.95,https://www.padelnuestro.com/int/babolat-sensa-women-31s24757-gray-woman-c-112507-p,padel-shoes,Babolat
BABOLAT PROPULSE FURY WHITE LILAC GIRL 32S23884 1074,Out of stock,0,,,https://www.padelnuestro.com/int/babolat-propulse-fury-white-lilac-girl-32s23884-1074-c-106626-p,padel-shoes,Babolat
WOMEN’S WHITE AND BLUE BABOLAT SENSA OMNI CLAY 31S22757 1066,,55,110,49.95,https://www.padelnuestro.com/int/women-s-white-and-blue-babolat-sensa-omni-clay-31s22757-1066-c-25943-p,padel-shoes,Babolat
BABOLAT SENSA WOMEN 31F24757 BLUE,,40,125.01,74.95,https://www.padelnuestro.com/int/babolat-sensa-women-31f24757-blue-c-112505-p,padel-shoes,Babolat
BABOLAT MOVEA 30S24571 RED,,40,124.95,74.95,https://www.padelnuestro.com/int/babolat-movea-30s24571-red-c-112503-p,padel-shoes,Babolat
BABOLAT JET TERE 2 AC 31S24651 4123 WOMAN BLUE,,41,109.95,64.95,https://www.padelnuestro.com/int/babolat-jet-tere-2-ac-31s24651-4123-woman-blue-c-110528-p,padel-shoes,Babolat
BABOLAT SFX EVO CL W 31S24926 1080 WOMEN'S,,42,94.95,54.95,https://www.padelnuestro.com/int/babolat-sfx-evo-cl-w-31s24926-1080-women-s-c-110542-p,padel-shoes,Babolat
BABOLAT SFX EVO CL MEN 30S24925 2042,,42,94.95,54.95,https://www.padelnuestro.com/int/babolat-sfx-evo-cl-men-30s24925-2042-c-110540-p,padel-shoes,Babolat
BABOLAT SFX3 AC M 30S23529 1075,,41,109.95,64.95,https://www.padelnuestro.com/int/babolat-sfx3-ac-m-30s23529-1075-c-110544-p,padel-shoes,Babolat
BABOLAT SFX EVO AC W 31S24556 8010 WOMEN'S,,42,94.95,54.95,https://www.padelnuestro.com/int/babolat-sfx-evo-ac-w-31s24556-8010-women-s-c-110538-p,padel-shoes,Babolat
BABOLAT SFX EVO AC MEN 30S24555 1090,,42,94.95,54.95,https://www.padelnuestro.com/int/babolat-sfx-evo-ac-men-30s24555-1090-c-110536-p,padel-shoes,Babolat
BABOLAT MOVEA MEN 30S24571 3031,,48,124.95,64.95,https://www.padelnuestro.com/int/babolat-movea-men-30s24571-3031-c-110534-p,padel-shoes,Babolat
BABOLAT JET TERE 2 CL W 31S24688 3030 WOMEN'S,,45,109.95,59.95,https://www.padelnuestro.com/int/babolat-jet-tere-2-cl-w-31s24688-3030-women-s-c-110532-p,padel-shoes,Babolat
BABOLAT JET TERE 2 CL M 30S24650 4116,,45,109.95,59.95,https://www.padelnuestro.com/int/babolat-jet-tere-2-cl-m-30s24650-4116-c-110530-p,padel-shoes,Babolat
BABOLAT JET PREMURA 2 M 30S24752 2043,,45,154.95,84.95,https://www.padelnuestro.com/int/babolat-jet-premura-2-m-30s24752-2043-c-110519-p,padel-shoes,Babolat
BABOLAT JET PREMURA NAVY BLUE RED CHILD 33S23756 4100,,53,75,34.95,https://www.padelnuestro.com/int/babolat-jet-premura-navy-blue-red-child-33s23756-4100-c-103613-p,padel-shoes,Babolat
BABOLAT JET PREMURA 2JR 33S24756 2043 JUNIOR BLACK,,40,74.95,44.95,https://www.padelnuestro.com/int/babolat-jet-premura-2jr-33s24756-2043-junior-black-c-110522-p,padel-shoes,Babolat
BABOLAT SFX3 AC M 30S23529 2017,,41,109.95,64.95,https://www.padelnuestro.com/int/babolat-sfx3-ac-m-30s23529-2017-c-110545-p,padel-shoes,Babolat
BABOLAT JET TERE 2 AC M 30S24649 1089 WHITE,,41,109.95,64.95,https://www.padelnuestro.com/int/babolat-jet-tere-2-ac-m-30s24649-1089-white-c-110526-p,padel-shoes,Babolat
BABOLAT MOVEA YELLOW 30S23571 7018,,48,125,64.95,https://www.padelnuestro.com/int/babolat-movea-yellow-30s23571-7018-c-103619-p,padel-shoes,Babolat
BABOLAT JET RITMA NAVY BLUE PINK WOMEN'S 31S23753 4111,,45,154.95,84.95,https://www.padelnuestro.com/int/babolat-jet-ritma-navy-blue-pink-women-s-31s23753-4111-c-103616-p,padel-shoes,Babolat
BABOLAT JET PREMURA 2 30F23752 8008,,55,154.95,69.95,https://www.padelnuestro.com/int/babolat-jet-premura-2-30f23752-8008-c-103611-p,padel-shoes,Babolat
BABOLAT CUD JET PREMURA,,55,154.95,69.95,https://www.padelnuestro.com/int/babolat-cud-jet-premura-c-105392-p,padel-shoes,Babolat
BLUE AND RED BABOLAT JET PREMURA 2 30F22752 4100 SHOES,,55,154.95,69.95,https://www.padelnuestro.com/int/blue-and-red-babolat-jet-premura-2-30f22752-4100-shoes-c-31658-p,padel-shoes,Babolat
WOMEN’S WHITE BABOLAT PROPULSE FURY CLAY 31S22554 1064,,34,140,91.95,https://www.padelnuestro.com/int/women-s-white-babolat-propulse-fury-clay-31s22554-1064-c-25939-p,padel-shoes,Babolat
ORANGE AND BLUE BABOLAT JET PREMURA 30S227526015 PADEL SHOES,,55,150,67.95,https://www.padelnuestro.com/int/orange-and-blue-babolat-jet-premura-30s227526015-padel-shoes-c-25938-p,padel-shoes,Babolat
BLUE BABOLAT MOVEA OMNI CLAY 30S22571 4094 SHOES,,45,110,60.95,https://www.padelnuestro.com/int/blue-babolat-movea-omni-clay-30s22571-4094-shoes-c-25935-p,padel-shoes,Babolat
WHITE AND BLUE BABOLAT SFX3 ALL COURT 30S20529 1005,,30,100,69.95,https://www.padelnuestro.com/int/white-and-blue-babolat-sfx3-all-court-30s20529-1005-c-25930-p,padel-shoes,Babolat
GREEN AND YELLOW BABOLAT JET PREMURA JUNIOR 33S21756 8004,,50,70,34.95,https://www.padelnuestro.com/int/green-and-yellow-babolat-jet-premura-junior-33s21756-8004-c-24103-p,padel-shoes,Babolat
WOMEN’S BLACK AND BLUE BABOLAT SENSA 31S21757 2028,,46,110,59.95,https://www.padelnuestro.com/int/women-s-black-and-blue-babolat-sensa-31s21757-2028-c-24071-p,padel-shoes,Babolat
WOMEN’S PINK AND BLUE BABOLAT PROPULSE FURY AC 31S21477 1064,,29,140,98.95,https://www.padelnuestro.com/int/women-s-pink-and-blue-babolat-propulse-fury-ac-31s21477-1064-c-24060-p,padel-shoes,Babolat
WOMEN’S GREY AND PINK BABOLAT JET RITMA 31F21753 3024,,57,149.96,64.95,https://www.padelnuestro.com/int/women-s-grey-and-pink-babolat-jet-ritma-31f21753-3024-c-24058-p,padel-shoes,Babolat
GREEN AND GREY BABOLAT MOVEA 30S21571 8005,,45,110,60.95,https://www.padelnuestro.com/int/green-and-grey-babolat-movea-30s21571-8005-c-24044-p,padel-shoes,Babolat
WOMEN’S BLACK AND WHITE BABOLAT SENSA 31S23757 2041,,52,124.95,59.95,https://www.padelnuestro.com/int/women-s-black-and-white-babolat-sensa-31s23757-2041-c-103622-p,padel-shoes,Babolat
WOMEN’S WHITE AND GREY BABOLAT SENSA 31S23757 1085,,52,124.95,59.95,https://www.padelnuestro.com/int/women-s-white-and-grey-babolat-sensa-31s23757-1085-c-103621-p,padel-shoes,Babolat
NAVY BLUE AND WHITE BABOLAT MOVEA 30S23571 3029,,48,125,64.95,https://www.padelnuestro.com/int/navy-blue-and-white-babolat-movea-30s23571-3029-c-103618-p,padel-shoes,Babolat
BABOLAT MOVEA MEN 30F23571 4114,,48,124.95,64.95,https://www.padelnuestro.com/int/babolat-movea-men-30f23571-4114-c-103617-p,padel-shoes,Babolat
BABOLAT SFX EVO CARPET BLUE MEN'S,,0,,,https://www.padelnuestro.com/int/babolat-sfx-evo-carpet-blue-men-s,padel-shoes,Babolat
BABOLAT PULSION KID ALL COURT PINK JUNIOR 3K3S25A886,,0,,,https://www.padelnuestro.com/int/babolat-pulsion-kid-all-court-pink-junior-3k3s25a886,padel-shoes,Babolat
BABOLAT PROPULSE 3 ALL COURT PINK GIRLS 3K3S25A884,,0,,,https://www.padelnuestro.com/int/babolat-propulse-3-all-court-pink-girls,padel-shoes,Babolat
BABOLAT JET MATCH 3 ALL COURT NAVY BLUE JUNIOR 3K2S25A648,,0,,,https://www.padelnuestro.com/int/babolat-jet-match-3-all-court-navy-blue-junior-3k2s25a648,padel-shoes,Babolat
BABOLAT PULSION ALL COURT WHITE JUNIOR 32S24518,,0,,,https://www.padelnuestro.com/int/babolat-pulsion-all-court-white-junior-32s24518,padel-shoes,Babolat
Shoes Bullpadel Buker W CS57013000 TURQUOISE WOMAN,,30,59.95,41.95,https://www.padelnuestro.com/int/shoes-bullpadel-buker-w-cs57013000-turquoise-woman,padel-shoes,Bullpadel
BULLPADEL PERFORMANCE COMFORT 24V WOMEN'S CHERRY BU68069000,,37,94.95,59.95,https://www.padelnuestro.com/int/bullpadel-performance-comfort-24v-women-s-cherry-bu68069000,padel-shoes,Bullpadel
BULLPADEL XPLO VIBRAM 25V LIME CM53420000,,31,159.95,109.95,https://www.padelnuestro.com/int/bullpadel-xplo-vibram-25v-lime-cm53420000,padel-shoes,Bullpadel
BULLPADEL XPLO VIBRAM 25V WHITE CM53012000,,31,159.95,109.95,https://www.padelnuestro.com/int/bullpadel-xplo-vibram-25v-white-cm53012000,padel-shoes,Bullpadel
BULLPADEL VERTEX VIBRAM W 25V CM59031000 WOMEN'S INK BLUE,,30,149.96,104.95,https://www.padelnuestro.com/int/bullpadel-vertex-vibram-w-25v-cm59031000-women-s-ink-blue,padel-shoes,Bullpadel
BULLPADEL VERTEX VIBRAM W 25V CM59012000 WOMEN WHITE,,30,149.96,104.95,https://www.padelnuestro.com/int/bullpadel-vertex-vibram-w-25v-cm59012000-women-white,padel-shoes,Bullpadel
BULLPADEL VERTEX VIBRAM W 25V CM59006000 DARK GRAY WOMEN'S,,30,149.95,104.95,https://www.padelnuestro.com/int/bullpadel-vertex-vibram-w-25v-cm59006000-dark-gray-women-s,padel-shoes,Bullpadel
BULLPADEL VERTEX VIBRAM 25V YELLOW CM50023000,,31,159.95,109.95,https://www.padelnuestro.com/int/bullpadel-vertex-vibram-25v-yellow-cm50023000,padel-shoes,Bullpadel
BULLPADEL VERTEX VIBRAM 25V WHITE CM50012000,,31,159.95,109.95,https://www.padelnuestro.com/int/bullpadel-vertex-vibram-25v-white-cm50012000,padel-shoes,Bullpadel
BULLPADEL VERTEX VIBRAM 25V DARK GRAY CM50006000,,31,159.95,109.95,https://www.padelnuestro.com/int/bullpadel-vertex-vibram-25v-dark-gray-cm50006000,padel-shoes,Bullpadel
BULLPADEL PEARL VIBRAM 25V WOMEN'S LIGHT BLUE CM57014000,,31,159.95,109.95,https://www.padelnuestro.com/int/bullpadel-pearl-vibram-25v-women-s-green-cm57014000,padel-shoes,Bullpadel
BULLPADEL PEARL VIBRAM 25V WHITE WOMAN CM57012000,,31,159.95,109.95,https://www.padelnuestro.com/int/bullpadel-pearl-vibram-25v-white-woman-cm57012000,padel-shoes,Bullpadel
BULLPADEL PEARL VIBRAM 25V CM57006000 BLACK WOMEN'S,,31,159.95,109.95,https://www.padelnuestro.com/int/bullpadel-pearl-vibram-25v-cm57006000-black-women-s,padel-shoes,Bullpadel
BULLPADEL NEXT W 25V CM61014000 WOMEN'S GREEN,,30,92.95,64.95,https://www.padelnuestro.com/int/bullpadel-next-w-25v-women-s-green,padel-shoes,Bullpadel
BULLPADEL NEXT W 25V CM61012000 WOMEN'S WHITE,,30,92.95,64.95,https://www.padelnuestro.com/int/bullpadel-next-w-25v-women-s-white,padel-shoes,Bullpadel
BULLPADEL NEXT W 25V CM61006000 WOMEN'S DARK GRAY,,30,92.95,64.95,https://www.padelnuestro.com/int/bullpadel-next-w-25v-women-s-dark-gray,padel-shoes,Bullpadel
BULLPADEL NEURON NEURON VIBRAM 25V CLAY CM51706000,,30,149.96,104.95,https://www.padelnuestro.com/int/bullpadel-neuron-neuron-vibram-25v-clay-cm51706000,padel-shoes,Bullpadel
BULLPADEL NEURON VIBRAM 25V WHITE CM51012000,,30,149.96,104.95,https://www.padelnuestro.com/int/bullpadel-neuron-vibram-25v-white-cm51012000,padel-shoes,Bullpadel
BULLPADEL NEURON VIBRAM 25V BLACK CM51005000,,30,149.96,104.95,https://www.padelnuestro.com/int/bullpadel-neuron-vibram-25v-black-cm51005000,padel-shoes,Bullpadel
BULLPADEL IONIC 25V WOMEN'S GREEN CM60014000,,29,119.95,84.95,https://www.padelnuestro.com/int/bullpadel-ionic-25v-women-s-green-cm60014000,padel-shoes,Bullpadel
BULLPADEL IONIC 25V WHITE,,29,119.95,84.95,https://www.padelnuestro.com/int/bullpadel-ionic-25v-white,padel-shoes,Bullpadel
BULLPADEL IONIC 25V DARK GRAY CM52006000,,29,119.95,84.95,https://www.padelnuestro.com/int/bullpadel-ionic-25v-dark-gray-cm52006000,padel-shoes,Bullpadel
BULLPADEL IONIC 25V BLACK CM52005000,,29,119.95,84.95,https://www.padelnuestro.com/int/bullpadel-ionic-25v-black-cm52005000,padel-shoes,Bullpadel
BULLPADEL INDIGA 25V WHITE CM56012000,,29,69.95,49.95,https://www.padelnuestro.com/int/bullpadel-indiga-25v-white-cm56012000,padel-shoes,Bullpadel
BULLPADEL INDIGA 25V DARK GRAY CM56006000,,29,69.95,49.95,https://www.padelnuestro.com/int/bullpadel-indiga-25v-dark-gray-cm56006000,padel-shoes,Bullpadel
BULLPADEL INDIGA 25V CM56004000 NAVY BLUE,,29,69.95,49.95,https://www.padelnuestro.com/int/bullpadel-indiga-25v-cm56004000-navy-blue,padel-shoes,Bullpadel
BULLPADEL ICON 25V CM55420000 LIME,,30,92.95,64.95,https://www.padelnuestro.com/int/bullpadel-icon-25v-cm55420000-lima,padel-shoes,Bullpadel
BULLPADEL ICON 25V CM55012000 WHITE,,30,92.95,64.95,https://www.padelnuestro.com/int/bullpadel-icon-25v-cm55012000-white,padel-shoes,Bullpadel
BULLPADEL HYBRID FLY 25V CM54012000 WHITE,,32,109.95,74.95,https://www.padelnuestro.com/int/bullpadel-hybrid-fly-25v-cm54012000-white,padel-shoes,Bullpadel
BULLPADEL HYBRID FLY 25V CM54004000 NAVY BLUE,,32,109.95,74.95,https://www.padelnuestro.com/int/bullpadel-hybrid-fly-25v-cm54004000-navy-blue,padel-shoes,Bullpadel
BULLPADEL HACK VIBRAM 25V CM49706000 CLAY,,29,174.95,124.95,https://www.padelnuestro.com/int/bullpadel-hack-vibram-25v-cm49706000-clay,padel-shoes,Bullpadel
BULLPADEL HACK VIBRAM 25V CM49012000 WHITE,,29,174.95,124.95,https://www.padelnuestro.com/int/bullpadel-hack-vibram-25v-cm49012000-white,padel-shoes,Bullpadel
BULLPADEL HACK VIBRAM 25V CM49002000 LIGHT GRAY,,29,174.95,124.95,https://www.padelnuestro.com/int/bullpadel-hack-vibram-25v-cm49002000-light-gray,padel-shoes,Bullpadel
BULLPADEL FLOW 25V CM58031000 WOMEN'S INK BLUE,,29,119.95,84.95,https://www.padelnuestro.com/int/bullpadel-flow-25v-cm58031000-women-s-ink-blue,padel-shoes,Bullpadel
BULLPADEL FLOW 25V CM58012000 WOMEN'S WHITE,,29,119.95,84.95,https://www.padelnuestro.com/int/bullpadel-flow-25v-cm58012000-women-s-white,padel-shoes,Bullpadel
BULLPADEL BUKER JR 25V CS58012003 WHITE/RED JUNIOR,,30,59.96,41.95,https://www.padelnuestro.com/int/bullpadel-buker-jr-25v-cs58012003-white-red-junior,padel-shoes,Bullpadel
BULLPADEL PREMIER P2 WHITE,,10,99.95,89.95,https://www.padelnuestro.com/int/bullpadel-premier-p2-white,padel-shoes,Bullpadel
BULLPADEL PREMIER P1 WHITE,,10,119.95,107.95,https://www.padelnuestro.com/int/bullpadel-premier-p1-white,padel-shoes,Bullpadel
BULLPADEL PREMIER MAJOR BLACK,,10,159.95,143.95,https://www.padelnuestro.com/int/bullpadel-premier-major-black,padel-shoes,Bullpadel
BULLPADEL XPLO VIBRAM 25V NAVY BLUE CM53004000,,31,159.95,109.95,https://www.padelnuestro.com/int/bullpadel-xplo-vibram-25v-navy-blue-cm53004000,padel-shoes,Bullpadel
BULLPADEL X-PLO PP FINAL 25V BLACK CÑ97005000,,30,164.95,114.95,https://www.padelnuestro.com/int/bullpadel-x-plo-pp-final-25v-black-c-97005000,padel-shoes,Bullpadel
BULLPADEL PEARL PEARL PP FINAL 25V CONCRETE WOMAN CÑ98501000,,30,164.95,114.95,https://www.padelnuestro.com/int/bullpadel-pearl-pearl-pp-final-25v-concrete-woman-c-98501000,padel-shoes,Bullpadel
BULLPADEL MOVE PRO BLACK CL09005000,,33,89.95,59.95,https://www.padelnuestro.com/int/bullpadel-move-pro-black-cl09005000-c-114467-p,padel-shoes,Bullpadel
BULLPADEL MOVE PRO WHITE CL09012000,,33,89.95,59.95,https://www.padelnuestro.com/int/bullpadel-move-pro-white-cl09012000-c-114468-p,padel-shoes,Bullpadel
BULLPADEL IONIC W 24I CK67005002 BLACK/LIGHT GRAY WOMEN'S,,35,114.95,74.95,https://www.padelnuestro.com/int/bullpadel-ionic-w-24i-ck67005002-black-light-gray-women-s-c-112107-p,padel-shoes,Bullpadel
BULLPADEL IONIC W 24I CK67012011 WHITE/SKY BLUE WOMEN'S,,35,114.95,74.95,https://www.padelnuestro.com/int/bullpadel-ionic-w-24i-ck67012011-white-sky-blue-women-s-c-112108-p,padel-shoes,Bullpadel
BULLPADEL HACK VIBRAM 24I CK58005014 GREEN BLACK,,34,174.95,114.95,https://www.padelnuestro.com/int/bullpadel-hack-vibram-24i-ck58005014-green-black-c-112100-p,padel-shoes,Bullpadel
BULLPADEL IONIC 24I CK60012000 WHITE,,35,114.95,74.95,https://www.padelnuestro.com/int/bullpadel-ionic-24i-ck60012000-white-c-112104-p,padel-shoes,Bullpadel
BULLPADEL IONIC 24I CK60067000 DARK BLUE,,35,114.95,74.95,https://www.padelnuestro.com/int/bullpadel-ionic-24i-ck60067000-dark-blue-c-112105-p,padel-shoes,Bullpadel
BULLPADEL HACK VIBRAM 24I CK58414000 BLUE,,34,174.95,114.95,https://www.padelnuestro.com/int/bullpadel-hack-vibram-24i-ck58414000-blue-c-112101-p,padel-shoes,Bullpadel
BULLPADEL IONIC 24I CK60005023 BLACK/YELLOW,,35,114.95,74.95,https://www.padelnuestro.com/int/bullpadel-ionic-24i-ck60005023-black-yellow-c-112103-p,padel-shoes,Bullpadel
BULLPADEL HACK VIBRAM 24I CK58001000 BLUE ORANGE,,34,174.95,114.95,https://www.padelnuestro.com/int/bullpadel-hack-vibram-24i-ck58001000-blue-orange-c-112099-p,padel-shoes,Bullpadel
BULLPADEL FLOW 24I CK66012037 WHITE/ORANGE WOMEN'S,,38,129.95,79.95,https://www.padelnuestro.com/int/bullpadel-flow-24i-ck66012037-white-orange-women-s-c-112097-p,padel-shoes,Bullpadel
BULLPADEL FLOW 24I CK66006037 DARK GRAY/ORANGE WOMEN'S,,42,129.95,74.95,https://www.padelnuestro.com/int/bullpadel-flow-24i-ck66006037-dark-gray-orange-women-s-c-112096-p,padel-shoes,Bullpadel
BULLPADEL VERTEX VIBRAM 24I CK59012005 WHITE/BLACK,,34,159.95,104.95,https://www.padelnuestro.com/int/bullpadel-vertex-vibram-24i-ck59012005-white-black-c-112125-p,padel-shoes,Bullpadel
BULLPADEL VERTEX VIBRAM 24I CK59023000 YELLOW,,34,159.95,104.95,https://www.padelnuestro.com/int/bullpadel-vertex-vibram-24i-ck59023000-yellow-c-112126-p,padel-shoes,Bullpadel
BULLPADEL ELITE 24I CK65067000 WOMEN'S DARK BLUE,,35,129.95,84.95,https://www.padelnuestro.com/int/bullpadel-elite-24i-ck65067000-women-s-dark-blue-c-112093-p,padel-shoes,Bullpadel
BULLPADEL PERFORMANCE HYBRID 24I CK63007000 BLUE STEEL,,35,91.95,59.95,https://www.padelnuestro.com/int/bullpadel-performance-hybrid-24i-ck63007000-blue-steel-c-112120-p,padel-shoes,Bullpadel
BULLPADEL VERTEX VIBRAM 24I CK59004000 NAVY BLUE,,34,159.95,104.95,https://www.padelnuestro.com/int/bullpadel-vertex-vibram-24i-ck59004000-navy-blue-c-112124-p,padel-shoes,Bullpadel
BULLPADEL BEKER 24I CK64012051 WHITE/MEDIUM GRAY,,27,69.95,50.95,https://www.padelnuestro.com/int/bullpadel-beker-24i-ck64012051-white-medium-gray-c-112087-p,padel-shoes,Bullpadel
BULLPADEL PRF COMFORT W 24I CK68011000 WOMEN'S SKY BLUE,,37,94.95,59.95,https://www.padelnuestro.com/int/bullpadel-prf-comfort-w-24i-ck68011000-women-s-sky-blue-c-112114-p,padel-shoes,Bullpadel
BULLPADEL PRF COMFORT 24I CK62012000 WHITE,,37,94.95,59.95,https://www.padelnuestro.com/int/bullpadel-prf-comfort-24i-ck62012000-white-c-112112-p,padel-shoes,Bullpadel
BULLPADEL PRF GRIP 24I CK61005000 BLACK,,38,104.95,64.95,https://www.padelnuestro.com/int/bullpadel-prf-grip-24i-ck61005000-black-c-112117-p,padel-shoes,Bullpadel
BULLPADEL PRF GRIP 24I CK61012014 WHITE/GREEN,,43,104.96,59.95,https://www.padelnuestro.com/int/bullpadel-prf-grip-24i-ck61012014-white-green-c-112118-p,padel-shoes,Bullpadel
BULLPADEL PERFORMANCE COMFORT 24I CK62004000 NAVY BLUE,,37,94.95,59.95,https://www.padelnuestro.com/int/bullpadel-performance-comfort-24i-ck62004000-navy-blue-c-112110-p,padel-shoes,Bullpadel
BULLPADEL PRF COMFORT 24I CK62005037 BLACK/ORANGE,,42,94.95,54.95,https://www.padelnuestro.com/int/bullpadel-prf-comfort-24i-ck62005037-black-orange-c-112111-p,padel-shoes,Bullpadel
BULLPADEL HACK VIBRAM 23I BP41005012 BLACK,,44,169.94,94.95,https://www.padelnuestro.com/int/bullpadel-hack-vibram-23i-bp41005012-black-c-107870-p,padel-shoes,Bullpadel
BULLPADEL PERFORMANCE GRIP 24V WHITE,,48,104.96,54.95,https://www.padelnuestro.com/int/bullpadel-performance-grip-24v-white-c-111241-p,padel-shoes,Bullpadel
BULLPADEL VERTEX VIBRAM 24V BLACK,,41,159.95,94.95,https://www.padelnuestro.com/int/bullpadel-vertex-vibram-24v-black-c-111249-p,padel-shoes,Bullpadel
BULLPADEL VERTEX VIBRAM 24V BLUE,,41,159.95,94.95,https://www.padelnuestro.com/int/bullpadel-vertex-vibram-24v-blue-c-111247-p,padel-shoes,Bullpadel
BULLPADEL IONIC 24V DARK GRAY,,48,124.94,64.95,https://www.padelnuestro.com/int/bullpadel-ionic-24v-dark-gray-c-111229-p,padel-shoes,Bullpadel
SHOES BULLPADEL FLOW 24V BLACK EUCALYPTUS,,38,129.95,79.95,https://www.padelnuestro.com/int/shoes-bullpadel-flow-24v-black-eucalyptus-c-111221-p,padel-shoes,Bullpadel
BULLPADEL PERFORMANCE GRIP 24V BU61004000 MARINE,,48,104.96,54.95,https://www.padelnuestro.com/int/bullpadel-performance-grip-24v-bu61004000-marine-c-111242-p,padel-shoes,Bullpadel
BULLPADEL IONIC 24V ORANGE,,48,124.94,64.95,https://www.padelnuestro.com/int/bullpadel-ionic-24v-orange-c-111231-p,padel-shoes,Bullpadel
BULLPADEL IONIC W 24V BLACK/TURQUOISE WOMEN'S,,48,124.94,64.95,https://www.padelnuestro.com/int/bullpadel-ionic-w-24v-black-turquoise-women-s-c-111233-p,padel-shoes,Bullpadel
BULLPADEL IONIC 24V MARINE,,48,124.94,64.95,https://www.padelnuestro.com/int/bullpadel-ionic-24v-marine-c-111230-p,padel-shoes,Bullpadel
BULLPADEL FLOW 24V WHITE/CARB,,38,129.95,79.95,https://www.padelnuestro.com/int/bullpadel-flow-24v-white-carb-c-111220-p,padel-shoes,Bullpadel
BULLPADEL HACK VIBRAM 24V PUMPKIN,,43,174.95,99.95,https://www.padelnuestro.com/int/bullpadel-hack-vibram-24v-pumpkin-c-111226-p,padel-shoes,Bullpadel
BULLPADEL HACK VIBRAM 24V BLACK,,43,174.95,99.95,https://www.padelnuestro.com/int/bullpadel-hack-vibram-24v-black-c-111227-p,padel-shoes,Bullpadel
BULLPADEL HACK VIBRAM 24V YELLOW,,43,174.95,99.95,https://www.padelnuestro.com/int/bullpadel-hack-vibram-24v-yellow-c-111225-p,padel-shoes,Bullpadel
BULLPADEL HACK VIBRAM LTD 24V NAVY BLUE,,43,174.95,99.95,https://www.padelnuestro.com/int/bullpadel-hack-vibram-ltd-24v-navy-blue-c-111223-p,padel-shoes,Bullpadel
BULLPADEL ELITE LTD 24V BU70004000 MARINE,,45,129.95,71.95,https://www.padelnuestro.com/int/bullpadel-elite-ltd-24v-bu70004000-marine-c-111218-p,padel-shoes,Bullpadel
BULLPADEL COMFORT BP44012004,,44,134.95,74.95,https://www.padelnuestro.com/int/bullpadel-comfort-bp44012004-c-107854-p,padel-shoes,Bullpadel
BULLPADEL VERTEX VIBRAM 23I FANGO BP42084000,,47,169.94,89.95,https://www.padelnuestro.com/int/bullpadel-vertex-vibram-23i-fango-bp42084000-c-107884-p,padel-shoes,Bullpadel
BULLPADEL VERTEX VIBRAM 23I ORANGE BP42037000,,41,169.94,99.95,https://www.padelnuestro.com/int/bullpadel-vertex-vibram-23i-orange-bp42037000-c-107883-p,padel-shoes,Bullpadel
BULLPADEL ELITE 23I WOMEN'S CORAL BP50555000,,46,139.95,74.95,https://www.padelnuestro.com/int/bullpadel-elite-23i-women-s-coral-bp50555000-c-107862-p,padel-shoes,Bullpadel
BULLPADEL ELITE 23I WOMEN'S GREEN BP50014000,,46,139.95,74.95,https://www.padelnuestro.com/int/bullpadel-elite-23i-women-s-green-bp50014000-c-107861-p,padel-shoes,Bullpadel
BULLPADEL FLOW HYBRID FLY 23I WOMEN'S WHITE BP51012005,,45,129.95,71.95,https://www.padelnuestro.com/int/bullpadel-flow-hybrid-fly-23i-women-s-white-bp51012005-c-107865-p,padel-shoes,Bullpadel
BULLPADEL HACK VIBRAM 23I DARL BLUE GREEN BP41067000,,44,169.94,94.95,https://www.padelnuestro.com/int/bullpadel-hack-vibram-23i-darl-blue-green-bp41067000-c-107872-p,padel-shoes,Bullpadel
BULLPADEL COMFORT PRO 23I ANTHRACITE BP43084000,,33,119.95,79.95,https://www.padelnuestro.com/int/bullpadel-comfort-pro-23i-anthracite-bp43084000-c-107859-p,padel-shoes,Bullpadel
BULLPADEL COMFORT PRO 23I SMOKE BP43042000,,33,119.95,79.95,https://www.padelnuestro.com/int/bullpadel-comfort-pro-23i-smoke-bp43042000-c-107858-p,padel-shoes,Bullpadel
BULLPADEL BAKAL 22I REAL/ORANGE,,56,89.95,39.95,https://www.padelnuestro.com/int/bullpadel-bakal-22i-real-orange-c-111281-p,padel-shoes,Bullpadel
LIME GREEN BULLPADEL VERTEX GRIP 23V 420000,,54,119.95,54.95,https://www.padelnuestro.com/int/lime-green-bullpadel-vertex-grip-23v-420000-c-32488-p,padel-shoes,Bullpadel
WHITE BULLPADEL COMFORT 23V 012000,,48,134.95,69.95,https://www.padelnuestro.com/int/white-bullpadel-comfort-23v-012000-c-32485-p,padel-shoes,Bullpadel
