name,badge,discount,price,old_price,product_url,product_link,image_url,image_link
ADIDAS METALBONE HRD+ 3.4 2025,,15,32995.0,38995.0,https://www.padelnuestro.com/int/pala-adidas-metalbone-hrd-3-4-ar1aa1u22,"=HYPERLINK(""https://www.padelnuestro.com/int/pala-adidas-metalbone-hrd-3-4-ar1aa1u22"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS METALBONE 09 2025,,14,18995.0,21995.0,https://www.padelnuestro.com/int/adidas-metalbone-09-2025,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-metalbone-09-2025"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS ADIPOWER CARBON CTRL 2025,,9,24495.0,26995.0,https://www.padelnuestro.com/int/adidas-adipower-carbon-ctrl-2025,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-adipower-carbon-ctrl-2025"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS METALBONE CTRL 3.4 2025,,15,32995.0,38995.0,https://www.padelnuestro.com/int/adidas-metalbone-ctrl-3-4-2025,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-metalbone-ctrl-3-4-2025"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS ADIPOWER CTRL MTW PRO EDT BY ALEX RUIZ,,49,22995.0,45000.0,https://www.padelnuestro.com/int/adidas-adipower-ctrl-mtw-pro-edt-by-alex-ruiz-112032-p,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-adipower-ctrl-mtw-pro-edt-by-alex-ruiz-112032-p"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS ADIPOWER CARBON LIGHT 2025,,20,21495.0,26995.0,https://www.padelnuestro.com/int/adidas-adipower-carbon-light-2025,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-adipower-carbon-light-2025"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS CROSS IT CTRL,,57,14995.0,34995.0,https://www.padelnuestro.com/int/adidas-cross-it-ctrl-110133-p,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-cross-it-ctrl-110133-p"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS METALBONE HRD+,,47,20495.0,38995.0,https://www.padelnuestro.com/int/adidas-metalbone-hrd-110145-p,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-metalbone-hrd-110145-p"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS X-TREME ORANGE BLACK,Exclusive,73,5995.0,21995.0,https://www.padelnuestro.com/int/adidas-x-treme-orange-black-30446-p,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-x-treme-orange-black-30446-p"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS CROSS IT CARBON CTRL 2025,,38,17495.0,27995.0,https://www.padelnuestro.com/int/adidas-cross-lt-carbon-ctrl-2025,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-cross-lt-carbon-ctrl-2025"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS CROSS IT CTRL 3.4 2025,,41,20495.0,34995.0,https://www.padelnuestro.com/int/adidas-cross-lt-ctrl-3-4-2025,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-cross-lt-ctrl-3-4-2025"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS CROSS IT 3.4 2025,,0,34995.0,,https://www.padelnuestro.com/int/adidas-cross-lt-3-4-2025,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-cross-lt-3-4-2025"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS METALBONE CARBON CTRL 3.4 2025,,0,25995.0,26000.0,https://www.padelnuestro.com/int/pala-adidas-metalbone-carbon-ctrl-3-4-ar1ca1u45,"=HYPERLINK(""https://www.padelnuestro.com/int/pala-adidas-metalbone-carbon-ctrl-3-4-ar1ca1u45"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS METALBONE 3.3 2024 - ALE GALÁN,,50,18995.0,37995.0,https://www.padelnuestro.com/int/adidas-metalbone-3-3-2024-110141-p,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-metalbone-3-3-2024-110141-p"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS METALBONE CARBON 3.3 2024,,46,13995.0,25995.0,https://www.padelnuestro.com/int/adidas-metalbone-carbon-3-3-2024-110142-p,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-metalbone-carbon-3-3-2024-110142-p"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS RX SERIES LIME 3.4 2025,,38,7495.0,11995.0,https://www.padelnuestro.com/int/adidas-rx-series-lime-3-4-2025,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-rx-series-lime-3-4-2025"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS RX SERIES LIGHT 3.4 2025,,0,11995.0,,https://www.padelnuestro.com/int/adidas-rx-series-light-3-4-2025,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-rx-series-light-3-4-2025"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS METALBONE YOUTH 3.4 2025,,0,11495.0,,https://www.padelnuestro.com/int/adidas-metalbone-youth-3-4-2025,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-metalbone-youth-3-4-2025"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS METALBONE TEAM LIGHT 3.4 2025,,30,13995.0,19995.0,https://www.padelnuestro.com/int/pala-adidas-metalbone-team-light-3-4-ar2ca0u45,"=HYPERLINK(""https://www.padelnuestro.com/int/pala-adidas-metalbone-team-light-3-4-ar2ca0u45"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS ADIPOWER MULTIWEIGHT CTRL 3.4 2025,,23,30995.0,39995.0,https://www.padelnuestro.com/int/adidas-adipower-multiweight-ctrl-3-4-2025,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-adipower-multiweight-ctrl-3-4-2025"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS METALBONE CARBON CTRL 3.3 2024,,46,13995.0,25995.0,https://www.padelnuestro.com/int/adidas-metalbone-carbon-ctrl-3-3-2024-110143-p,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-metalbone-carbon-ctrl-3-3-2024-110143-p"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS METALBONE TEAM 3.4 2025,,0,19995.0,20000.0,https://www.padelnuestro.com/int/adidas-metalbone-team-3-4-2025,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-metalbone-team-3-4-2025"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS CROSS IT TEAM LIGHT 2025,,19,14495.0,17995.0,https://www.padelnuestro.com/int/adidas-cross-it-team-light-2025,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-cross-it-team-light-2025"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS CROSS IT TEAM 2025,,22,13995.0,17995.0,https://www.padelnuestro.com/int/pala-adidas-cross-lt-team-ar2aa1u23,"=HYPERLINK(""https://www.padelnuestro.com/int/pala-adidas-cross-lt-team-ar2aa1u23"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS CROSS IT LIGHT 3.4 2025,,0,29995.0,,https://www.padelnuestro.com/int/adidas-cross-it-light-3-4-2025,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-cross-it-light-3-4-2025"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
ADIDAS DRIVE GREY 3.4 2025,,25,5995.0,7995.0,https://www.padelnuestro.com/int/adidas-adidas-drive-grey-3-4-2025,"=HYPERLINK(""https://www.padelnuestro.com/int/adidas-adidas-drive-grey-3-4-2025"",""View"")","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=","=HYPERLINK(""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII="",""Img"")"
